model_id,prompt_id,label
0,0,1
0,1,0
0,2,0
0,3,0
0,4,1
0,5,0
0,6,1
0,7,0
0,8,0
0,9,1
0,10,0
0,11,0
0,12,1
0,13,0
0,14,0
0,15,0
0,16,1
0,17,0
0,18,0
0,19,1
0,20,0
0,21,0
0,22,1
0,23,1
0,24,1
0,25,0
0,26,1
0,27,1
0,28,1
0,29,0
0,30,0
0,31,1
0,32,1
0,33,0
0,34,1
0,35,1
0,36,0
0,37,0
0,38,1
0,39,0
0,40,1
0,41,1
0,42,1
0,43,0
0,44,1
0,45,0
0,46,1
0,47,1
0,48,1
0,49,0
0,50,0
0,51,1
0,52,1
0,53,0
0,54,0
0,55,1
0,56,1
0,57,1
0,58,0
0,59,1
0,60,0
0,61,1
0,62,1
0,63,1
0,64,1
0,65,0
0,66,0
0,67,0
0,68,0
0,69,1
0,70,0
0,71,0
0,72,0
0,73,1
0,74,1
0,75,1
0,76,1
0,77,1
0,78,1
0,79,0
0,80,0
0,81,0
0,82,1
0,83,0
0,84,0
0,85,1
0,86,1
0,87,0
0,88,1
0,89,1
0,90,0
0,91,1
0,92,1
0,93,0
0,94,0
0,95,0
0,96,0
0,97,1
0,98,0
0,99,0
0,100,1
0,101,1
0,102,1
0,103,1
0,104,1
0,105,0
0,106,1
0,107,1
0,108,1
0,109,1
0,110,1
0,111,0
0,112,0
0,113,0
0,114,1
0,115,1
0,116,0
0,117,1
0,118,1
0,119,1
0,120,1
0,121,1
0,122,1
0,123,0
0,124,1
0,125,1
0,126,1
0,127,0
0,128,1
0,129,1
0,130,1
0,131,0
0,132,1
0,133,1
0,134,1
0,135,1
0,136,1
0,137,0
0,138,0
0,139,1
0,140,0
0,141,1
0,142,0
0,143,0
0,144,0
0,145,1
0,146,1
0,147,0
0,148,0
0,149,1
0,150,1
0,151,1
0,152,0
0,153,1
0,154,1
0,155,1
0,156,1
0,157,0
0,158,1
0,159,0
0,160,0
0,161,0
0,162,0
0,163,1
0,164,0
0,165,1
0,166,1
0,167,1
0,168,1
0,169,1
0,170,1
0,171,0
0,172,0
0,173,0
0,174,0
0,175,0
0,176,1
0,177,1
0,178,1
0,179,1
0,180,1
0,181,1
0,182,0
0,183,0
0,184,1
0,185,1
0,186,1
0,187,0
0,188,1
0,189,0
0,190,0
0,191,0
0,192,0
0,193,1
0,194,0
0,195,1
0,196,1
0,197,1
0,198,1
0,199,0
0,200,0
0,201,1
0,202,0
0,203,1
0,204,1
0,205,1
0,206,1
0,207,0
0,208,0
0,209,1
0,210,0
0,211,1
0,212,1
0,213,1
0,214,1
0,215,1
0,216,0
0,217,1
0,218,1
0,219,0
0,220,0
0,221,0
0,222,0
0,223,0
0,224,0
0,225,1
0,226,0
0,227,1
0,228,0
0,229,0
0,230,1
0,231,1
0,232,0
0,233,1
0,234,1
0,235,1
0,236,0
0,237,1
0,238,1
0,239,1
0,240,1
0,241,1
0,242,0
0,243,0
0,244,1
0,245,1
0,246,0
0,247,1
0,248,0
0,249,0
0,250,1
0,251,1
0,252,0
0,253,1
0,254,0
0,255,0
0,256,1
0,257,1
0,258,0
0,259,0
0,260,0
0,261,1
0,262,1
0,263,0
0,264,0
0,265,1
0,266,1
0,267,1
0,268,0
0,269,1
0,270,1
0,271,1
0,272,1
0,273,0
0,274,1
0,275,0
0,276,1
0,277,1
0,278,0
0,279,1
0,280,1
0,281,1
0,282,0
0,283,0
0,284,1
0,285,1
0,286,1
0,287,1
0,288,1
0,289,1
0,290,1
0,291,1
0,292,0
0,293,0
0,294,1
0,295,1
0,296,0
0,297,1
0,298,0
0,299,1
0,300,0
0,301,0
0,302,1
0,303,1
0,304,1
0,305,1
0,306,0
0,307,1
0,308,1
0,309,0
0,310,1
0,311,1
0,312,0
0,313,0
0,314,1
0,315,1
0,316,0
0,317,0
0,318,1
0,319,1
0,320,0
0,321,1
0,322,1
0,323,1
0,324,0
0,325,1
0,326,0
0,327,1
0,328,1
0,329,1
0,330,0
0,331,0
0,332,0
0,333,1
0,334,0
0,335,0
0,336,1
0,337,1
0,338,1
0,339,0
0,340,0
0,341,0
0,342,0
0,343,0
0,344,1
0,345,0
0,346,1
0,347,0
0,348,1
0,349,1
0,350,1
0,351,0
0,352,1
0,353,0
0,354,0
0,355,1
0,356,1
0,357,1
0,358,1
0,359,0
0,360,0
0,361,1
0,362,1
0,363,0
0,364,0
0,365,1
0,366,1
0,367,0
0,368,1
0,369,1
0,370,1
0,371,1
0,372,0
0,373,0
0,374,1
0,375,0
0,376,1
0,377,0
0,378,0
0,379,1
0,380,0
0,381,0
0,382,1
0,383,0
0,384,1
0,385,0
0,386,1
0,387,1
0,388,1
0,389,1
0,390,1
0,391,1
0,392,0
0,393,0
0,394,1
0,395,0
0,396,1
0,397,1
0,398,0
0,399,0
0,400,0
0,401,1
0,402,0
0,403,1
0,404,0
0,405,1
0,406,0
0,407,1
0,408,1
0,409,1
0,410,1
0,411,1
0,412,0
0,413,0
0,414,0
0,415,1
0,416,1
0,417,0
0,418,0
0,419,0
0,420,1
0,421,1
0,422,0
0,423,1
0,424,0
0,425,1
0,426,0
0,427,1
0,428,1
0,429,0
0,430,1
0,431,0
0,432,0
0,433,0
0,434,1
0,435,0
0,436,0
0,437,1
0,438,0
0,439,1
0,440,0
0,441,1
0,442,0
0,443,1
0,444,1
0,445,1
0,446,1
0,447,0
0,448,1
0,449,1
0,450,1
0,451,0
0,452,0
0,453,1
0,454,1
0,455,0
0,456,1
0,457,0
0,458,0
0,459,0
0,460,1
0,461,1
0,462,1
0,463,0
0,464,0
0,465,0
0,466,0
0,467,0
0,468,0
0,469,0
0,470,0
0,471,0
0,472,0
0,473,0
0,474,1
0,475,1
0,476,0
0,477,1
0,478,0
0,479,0
0,480,0
0,481,0
0,482,1
0,483,1
0,484,1
0,485,1
0,486,1
0,487,1
0,488,0
0,489,1
0,490,1
0,491,0
0,492,0
0,493,0
0,494,1
0,495,1
0,496,1
0,497,1
0,498,1
0,499,0
0,500,0
0,501,1
0,502,1
0,503,1
0,504,1
0,505,0
0,506,1
0,507,1
0,508,1
0,509,0
0,510,1
0,511,1
0,512,0
0,513,1
0,514,1
0,515,0
0,516,1
0,517,1
0,518,1
0,519,1
0,520,1
0,521,0
0,522,1
0,523,0
0,524,1
0,525,1
0,526,1
0,527,0
0,528,1
0,529,1
0,530,1
0,531,1
0,532,1
0,533,0
0,534,1
0,535,0
0,536,1
0,537,0
0,538,0
0,539,1
0,540,0
0,541,0
0,542,1
0,543,1
0,544,0
0,545,0
0,546,1
0,547,0
0,548,1
0,549,1
0,550,1
0,551,1
0,552,0
0,553,0
0,554,0
0,555,0
0,556,1
0,557,1
0,558,1
0,559,1
0,560,1
0,561,0
0,562,0
0,563,1
0,564,1
0,565,1
0,566,1
0,567,0
0,568,1
0,569,0
0,570,1
0,571,0
0,572,1
0,573,1
0,574,1
0,575,1
0,576,0
0,577,1
0,578,1
0,579,1
0,580,0
0,581,1
0,582,0
0,583,0
0,584,0
0,585,1
0,586,1
0,587,1
0,588,0
0,589,1
0,590,1
0,591,0
0,592,1
0,593,1
0,594,1
0,595,1
0,596,1
0,597,0
0,598,0
0,599,0
0,600,1
0,601,1
0,602,1
0,603,0
0,604,0
0,605,1
0,606,1
0,607,0
0,608,1
0,609,0
0,610,0
0,611,1
0,612,1
0,613,0
0,614,0
0,615,1
0,616,1
0,617,1
0,618,1
0,619,1
0,620,1
0,621,0
0,622,1
0,623,0
0,624,0
0,625,1
0,626,0
0,627,1
0,628,1
0,629,1
0,630,0
0,631,1
0,632,1
0,633,1
0,634,0
0,635,0
0,636,0
0,637,0
0,638,1
0,639,1
0,640,1
0,641,1
0,642,0
0,643,0
0,644,1
0,645,1
0,646,0
0,647,1
0,648,0
0,649,1
0,650,1
0,651,1
0,652,1
0,653,1
0,654,1
0,655,0
0,656,1
0,657,1
0,658,0
0,659,1
0,660,0
0,661,1
0,662,1
0,663,1
0,664,0
0,665,1
0,666,1
0,667,0
0,668,1
0,669,1
0,670,1
0,671,0
0,672,1
0,673,0
0,674,0
0,675,0
0,676,1
0,677,0
0,678,1
0,679,1
0,680,1
0,681,0
0,682,0
0,683,0
0,684,0
0,685,0
0,686,1
0,687,1
0,688,1
0,689,1
0,690,0
0,691,1
0,692,1
0,693,0
0,694,0
0,695,1
0,696,0
0,697,1
0,698,0
0,699,1
0,700,1
0,701,1
0,702,0
0,703,0
0,704,0
0,705,0
0,706,1
0,707,1
0,708,1
0,709,0
0,710,0
0,711,0
0,712,1
0,713,1
0,714,0
0,715,0
0,716,0
0,717,0
0,718,1
0,719,0
0,720,0
0,721,0
0,722,1
0,723,1
0,724,1
0,725,1
0,726,0
0,727,0
0,728,1
0,729,0
0,730,0
0,731,0
0,732,0
0,733,1
0,734,1
0,735,0
0,736,1
0,737,1
0,738,0
0,739,1
0,740,1
0,741,1
0,742,0
0,743,1
0,744,0
0,745,0
0,746,1
0,747,1
0,748,0
0,749,1
0,750,0
0,751,1
0,752,1
0,753,1
0,754,1
0,755,0
0,756,1
0,757,1
0,758,0
0,759,0
0,760,0
0,761,0
0,762,1
0,763,1
0,764,1
0,765,1
0,766,1
0,767,1
0,768,1
0,769,1
0,770,0
0,771,1
0,772,0
0,773,1
0,774,0
0,775,0
0,776,1
0,777,0
0,778,1
0,779,1
0,780,1
0,781,0
0,782,1
0,783,0
0,784,1
0,785,1
0,786,0
0,787,0
0,788,0
0,789,1
0,790,0
0,791,0
0,792,0
0,793,1
0,794,0
0,795,0
0,796,1
0,797,0
0,798,1
0,799,0
0,800,0
0,801,1
0,802,1
0,803,1
0,804,1
0,805,0
0,806,0
0,807,0
0,808,1
0,809,1
0,810,0
0,811,0
0,812,0
0,813,1
0,814,1
0,815,1
0,816,0
0,817,1
0,818,1
0,819,1
0,820,1
0,821,1
0,822,0
0,823,0
0,824,1
0,825,1
0,826,1
0,827,1
0,828,1
0,829,1
0,830,0
0,831,1
0,832,0
0,833,0
0,834,0
0,835,1
0,836,1
0,837,1
0,838,1
0,839,1
0,840,0
0,841,0
0,842,1
0,843,1
0,844,1
0,845,1
0,846,1
0,847,0
0,848,1
0,849,1
0,850,1
0,851,0
0,852,0
0,853,1
0,854,0
0,855,1
0,856,0
0,857,1
0,858,0
0,859,1
0,860,0
0,861,0
0,862,1
0,863,1
0,864,0
0,865,1
0,866,0
0,867,0
0,868,1
0,869,1
0,870,0
0,871,0
0,872,1
0,873,1
0,874,0
0,875,0
0,876,0
0,877,1
0,878,1
0,879,0
0,880,1
0,881,0
0,882,0
0,883,0
0,884,0
0,885,1
0,886,0
0,887,1
0,888,1
0,889,1
0,890,1
0,891,0
0,892,0
0,893,1
0,894,1
0,895,0
0,896,1
0,897,0
0,898,0
0,899,1
0,900,1
0,901,1
0,902,0
0,903,0
0,904,1
0,905,0
0,906,0
0,907,0
0,908,0
0,909,1
0,910,0
0,911,1
0,912,1
0,913,0
0,914,1
0,915,1
0,916,1
0,917,0
0,918,0
0,919,1
0,920,0
0,921,1
0,922,1
0,923,0
0,924,0
0,925,0
0,926,1
0,927,1
0,928,0
0,929,1
0,930,0
0,931,1
0,932,1
0,933,0
0,934,1
0,935,1
0,936,1
0,937,0
0,938,1
0,939,1
0,940,1
0,941,1
0,942,1
0,943,0
0,944,1
0,945,0
0,946,1
0,947,0
0,948,1
0,949,1
0,950,1
0,951,1
0,952,1
0,953,1
0,954,0
0,955,1
0,956,1
0,957,0
0,958,1
0,959,0
0,960,0
0,961,1
0,962,0
0,963,0
0,964,1
0,965,1
0,966,1
0,967,1
0,968,0
0,969,1
0,970,1
0,971,1
0,972,0
0,973,0
0,974,1
0,975,0
0,976,1
0,977,1
0,978,1
0,979,0
0,980,1
0,981,1
0,982,1
0,983,1
0,984,1
0,985,0
0,986,1
0,987,0
0,988,1
0,989,0
0,990,1
0,991,1
0,992,0
0,993,1
0,994,1
0,995,0
0,996,1
0,997,0
0,998,1
0,999,1
1,0,0
1,1,0
1,2,0
1,3,0
1,4,0
1,5,0
1,6,1
1,7,0
1,8,0
1,9,1
1,10,0
1,11,1
1,12,1
1,13,0
1,14,0
1,15,0
1,16,0
1,17,0
1,18,0
1,19,1
1,20,0
1,21,0
1,22,1
1,23,1
1,24,1
1,25,0
1,26,0
1,27,0
1,28,1
1,29,1
1,30,1
1,31,1
1,32,0
1,33,0
1,34,0
1,35,1
1,36,1
1,37,0
1,38,1
1,39,1
1,40,1
1,41,1
1,42,1
1,43,0
1,44,1
1,45,0
1,46,1
1,47,1
1,48,1
1,49,0
1,50,1
1,51,1
1,52,1
1,53,0
1,54,0
1,55,0
1,56,1
1,57,1
1,58,1
1,59,1
1,60,0
1,61,0
1,62,1
1,63,1
1,64,1
1,65,0
1,66,0
1,67,0
1,68,1
1,69,1
1,70,1
1,71,0
1,72,1
1,73,0
1,74,0
1,75,1
1,76,1
1,77,1
1,78,1
1,79,1
1,80,1
1,81,0
1,82,0
1,83,0
1,84,0
1,85,1
1,86,1
1,87,0
1,88,1
1,89,1
1,90,0
1,91,1
1,92,1
1,93,1
1,94,1
1,95,0
1,96,1
1,97,0
1,98,0
1,99,0
1,100,1
1,101,1
1,102,1
1,103,1
1,104,1
1,105,1
1,106,1
1,107,1
1,108,1
1,109,1
1,110,1
1,111,0
1,112,0
1,113,0
1,114,1
1,115,1
1,116,0
1,117,1
1,118,1
1,119,0
1,120,1
1,121,0
1,122,1
1,123,0
1,124,0
1,125,1
1,126,1
1,127,0
1,128,1
1,129,1
1,130,1
1,131,0
1,132,1
1,133,1
1,134,0
1,135,0
1,136,1
1,137,1
1,138,0
1,139,1
1,140,0
1,141,1
1,142,0
1,143,1
1,144,0
1,145,1
1,146,1
1,147,1
1,148,0
1,149,1
1,150,1
1,151,1
1,152,0
1,153,1
1,154,0
1,155,1
1,156,1
1,157,0
1,158,0
1,159,1
1,160,0
1,161,0
1,162,0
1,163,1
1,164,0
1,165,1
1,166,1
1,167,1
1,168,1
1,169,1
1,170,1
1,171,0
1,172,0
1,173,1
1,174,0
1,175,0
1,176,1
1,177,1
1,178,1
1,179,1
1,180,1
1,181,1
1,182,1
1,183,0
1,184,1
1,185,1
1,186,1
1,187,1
1,188,1
1,189,0
1,190,0
1,191,0
1,192,1
1,193,1
1,194,1
1,195,1
1,196,1
1,197,1
1,198,1
1,199,0
1,200,1
1,201,1
1,202,0
1,203,1
1,204,1
1,205,1
1,206,1
1,207,0
1,208,0
1,209,1
1,210,0
1,211,1
1,212,0
1,213,1
1,214,1
1,215,1
1,216,0
1,217,1
1,218,1
1,219,0
1,220,0
1,221,0
1,222,0
1,223,0
1,224,0
1,225,1
1,226,0
1,227,1
1,228,1
